,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
26,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/zhaoxiaohui_3.wav,57.4171875,16000,48,3.9388368,4.247448,4.328978,3.3886240773238994,3.6741887772824677,4.100287210108879,3.5400267
27,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/xiaolu_1.wav,79.0988125,16000,70,3.8009393,4.1901636,4.103698,3.300349630609429,3.640703763476282,3.9765373046008547,3.3797972
28,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/yuxiangyu_4.wav,73.169,16000,64,4.01616,4.27888,4.374138,3.433623996648538,3.6912504701348112,4.119021945515557,3.8031821
29,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/tangxiangyu_1.wav,77.9755625,16000,68,3.913433,4.2913194,4.1706,3.3704335667840293,3.6959823281259223,4.011503786552544,3.5069506
30,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/fanzhiyi_4.wav,78.0539375,16000,69,3.9025118,4.155203,4.329431,3.3678234980397304,3.627932613425683,4.098731125445275,3.704502
31,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/jiangzhihao_4.wav,81.92,16000,72,3.9905531,4.232367,4.4159217,3.4181971426506585,3.6668857229923075,4.139010254903761,3.7436612
32,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/zhaoxiaohui_1.wav,68.5975625,16000,59,3.5788486,4.0742645,3.8350263,3.1640096171262875,3.583633775159142,3.8059936042093274,3.3373377
33,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/lixueqin_1.wav,80.822875,16000,71,3.7784243,4.1977806,4.02863,3.2869207330997803,3.648532906151044,3.9123736195231182,3.6772475
34,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/lixueqin_4.wav,80.0130625,16000,71,3.9927187,4.298347,4.322135,3.4180490345806054,3.7001101251424022,4.088134664660536,3.7697752
35,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/zhaijianing_1.wav,73.9788125,16000,64,4.1230364,4.3632464,4.4693832,3.493902802236794,3.732875911751091,4.16225203972643,3.574749
36,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/xiaolu_4.wav,79.36,16000,70,3.6806421,4.2427735,3.7903166,3.2292467470704938,3.671659476423304,3.7856671695000967,3.3618174
37,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/tangxiangyu_4.wav,86.7788125,16000,77,3.8165128,4.232641,4.058523,3.3152384164365825,3.666704784927115,3.95793168947629,3.47862
38,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/zhaijianing_4.wav,74.658,16000,65,4.251976,4.4498444,4.569382,3.5642996173061916,3.774219511713581,4.205014913858993,3.52417
39,/mnt/workspace/fengping/code/CosyVoice_1/infer_resutl/tts_reecho_out_speech2/wavs/zhaoxiaohui_4.wav,76.982875,16000,67,3.9544253,4.3094044,4.2365794,3.397802418405884,3.706216555854381,4.0533208710635265,3.4764183
